source,Comedy,Sports,Drama,School,Shounen,Music,Romance,Sci-Fi,Adventure,Mystery,Fantasy,Action,Military,Magic,Supernatural,Vampire,Slice of Life,Demons,Historical,Super Power,Mecha,Parody,Samurai,Seinen,Police,Psychological,Josei,Space,Kids,Shoujo Ai,Ecchi,Shoujo,Horror,Shounen Ai,Cars,Martial Arts,Game,Thriller,Dementia,Harem,,Hentai,Yaoi,Yuri
Anime,6461,811,3004,1910,2322,1993,2152,2832,3143,874,3466,4215,678,1174,1719,165,2056,605,1218,716,1197,702,238,982,301,415,115,564,2549,87,805,788,511,113,133,424,395,161,419,435,82,2572,78,79
